298.9520712,10.84577114
309.936429,14.95854063
319.1160085,20.66334992
331.0118246,24.7761194
342.922756,30.21558872
354.8442682,36.58374793
361.2834266,41.75787728
367.7377004,48.25870647
383.3201613,55.95356551
392.5193909,63.38308458
401.7095512,70.01658375
410.8936654,76.11940299
419.1481827,80.63018242
432.8593577,84.07960199
448.3919379,87.39635158
451.1504975,89.51907131
465.7565039,91.50912106
483.1029315,94.02985075
502.2541373,94.95854063
523.2312828,96.15257048
548.76572,97.34660033
570.6467662,97.87728027
587.9674976,98.14262023
607.1141687,98.67330017
627.1662521,98.67330017
651.7816732,99.2039801
674.5711546,99.46932007
704.6492796,99.46932007
728.3471963,99.46932007
757.5153745,99.60199005
777.5644348,99.33665008
803.0852681,99.33665008
824.0518328,99.60199005
849.5741777,99.73466003
866.8933976,99.86733002
896.0555296,99.46932007
914.2862078,99.60199005
937.0711546,99.46932007
961.6699489,98.54063018
985.3557732,97.47927032
1000.830915,95.75456053
1019.944332,93.36650083
1030.857648,91.24378109
1040.851947,88.45771144
1054.481499,84.74295191
1064.454637,80.09950249
1072.592765,74.3946932
1079.826994,69.35323383
1091.606421,63.25041459
1099.740015,57.14759536
1107.860006,49.85074627
1119.628852,42.81923715
1131.391653,35.25704809
1138.592627,27.29684909
1148.534023,19.86733002
1159.389899,12.70315091
1168.440998,7.131011609
1180.231006,1.956882255
1187.512092,1.028192371
