350.8704308,87.79436153
373.6281699,85.27363184
409.2128334,88.59038143
429.2906129,90.84577114
457.5820982,94.02985075
473.9928828,94.4278607
504.0997271,96.94859038
525.9626347,95.88723051
551.5061412,97.87728027
576.1170277,98.00995025
593.4438053,98.80597015
628.9846341,98.27529022
665.4595944,99.73466003
709.2020367,99.07131012
745.6497892,98.14262023
768.4332245,97.87728027
800.3493816,99.2039801
824.9436412,97.87728027
853.200361,98.00995025
880.541088,97.74461028
903.315454,96.68325041
914.252954,96.68325041
946.1585303,97.08126036
980.7727854,95.2238806
1005.367045,93.89718076
1058.048732,77.84411277
1098.875415,61.26036484
